title,ad_id,desc,city,country
"Retail Assistant, Part Time Flexi, Ballyhaunis, Coayo, …",5117591317,"Retail Assistant, Part Time Flexi, Ballyhaunis, Coayo Due to continued company expansion Corrib Oil are seeking to recruit energetic, enthusiastic individuals with retail experience and exceptional customer service skills to join our team at our service station in Ballyhaunis, Coayor>Do you:Believe in delivering excellent customer service-Want to be successful-Have the drive and enthusiasm to succeed-If you are an energetic, motivated individual with a passion for providing first class customer service we want to hear from you! Previous experience is desirable, but training will be provided. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Ballyhaunis Mayo Ireland,Ireland
Retail Sales Advisor (Portlaoise) - Part Time,5247741459,"Want to do the best work of your life? Make your mark at Europe's leading entertainment brand. Our people make Sky a truly exciting and inclusive place to work - a place where you can be yourself and let your skills shine. Join our team as a Part - Time Retail Sales Advisor earning €13,731 OTE €17,000 plus the opportunity to earn uncapped commission. You'll enjoy the flexibility and support you need to make an impact: making fans of the products you love, hitting targets and delivering brilliant customer service . What you'll do: - Work 20 hours (opening hours are 9am - 6pm with late night shopping up to 9pm on Thursdays and Fridays). - With no barriers and no doors, you'll be meeting our customers face to face to discuss the latest and greatest Sky has to offer. - Spend time understanding our customers' needs to offer the best solution. - Focus on selling the right package to the right customer - Demonstrate expertise about our products, we're fans too! What you'll bring: - Brilliant listening skills - Ability to emphasise and understand our customers - A healthy streak of team ambition through sales - A passion for working as a sales team to help customers The Benefits: There's a reason people can't stop talking about #LifeAtSky. Our great range of benefits really are something special, here are just a few: - Free Sky Q, for the TV you love all in one place - Discounted Mobile and broadband - Bonus incentives - A range of benefits to support you in all areas of your finances, health and lifestyle, such as, a generous pension plan, healthcare, sharesave and retail discounts. Inclusion: CVs aren't everything. We're more focused on who you are and the potential you'll bring to Sky. That's why we have a unique approach through a series of questions and a video round. We'll do everything we can to support you during your application. If you need us to make any adjustments to our recruitment process, let our Recruitment Team know by clicking on the support button at the beginning of your application. Where you'll work: Your base site will be in Laois Shopping Centre in Portlaoise. However due to the ongoing coronavirus pandemic, we're having to flex our recruitment and working practices to ensure we keep you and our staff safe. If you're invited to an interview, it's likely this will be a virtual interview using video, and we'll do our best to make the process smooth and straight forward for you Why wait? Apply now to build an amazing career and be part of a brilliant team. We can't wait to hear from you. To find out more about working with us, search #LifeAtSky on social media. A job you love to talk about. Just so you know: if your application is successful, we'll ask you to complete a criminal record check. And depending on the role you have applied for and the nature of any convictions you may have, we might have to withdraw the offer. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",null,Ireland
Part Time Residential Support Worker,5458473487,"Cordant People are Currently Recruiting for a Permanent Part Time Residential Support Worker Job Duties Acting as the first contact point for the Residents , their families or agencies for the service Arranging and encouraging Residents to participate in activities Carrying out room checks Keeping an accurate record of notes Working with the overall Housing Support team, ensure that every Resident understands their Occupancy and Support Agreement Carrying out Welfare Checks Working Hours 26.25 hours per week over a repeating 4-week rota. Working Monday to Sunday, day shift (8am to 4pm) and late shift (2pm to 10pm) 1 in 4 Weekend Shifts The ideal candidate will be working towards an SVQ2 in Housing, Health and Social care, or equivalent. The candidate will have an understanding of the supported housing sector and be able to demonstrate a track record of contributing to high quality services. The candidate must be reliable, consistent, focused, and flexible in both your outlook and approach. The start date for the successful candidate will be the 4th of April 2022. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.","Dundee, Dundee Ireland,",Ireland
"Retail Assistants, Full & Part Time Flexi, Ballinrobe, …",5117591320,"Retail Assistants, Full & Part Time Flexi, Ballinrobe, CoayoDue to continued company expansion Corrib Oil are seeking to recruit energetic, enthusiastic individuals with retail experience and exceptional customer service skills to join our team at our service station in Ballinrobe, Coayobr>Do you:Believe in delivering excellent customer service-Want to be successful-Have the drive and enthusiasm to succeed-If you are an energetic, motivated individual with a passion for providing first class customer service we want to hear from you! Previous experience is desirable, but training will be providedr>Please be advised that these roles are being offered in a Full or Part Time capacity, please outline on your application which position you would like to apply for. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Ballinrobe Mayo Ireland,Ireland
Skin/Beauty Therapist (Full & Part Time),5176335426,"Job Description Jardines Face and Body Clinic are located in Dublin 22. If you are looking to be part of an award-winning Beauty Clinic offering Clients the Best and most advanced Aesthetic/Beauty Treatments and products, then we have the position for you. This role requires an energetic, hard-working, enthusiastic, reliable person, who is committed to providing superior services and treatments to our Clients. We are recruiting a Beauty Therapist for a Full/Part time position. Required Qualification ITEC CIBTAC CIDESCOPlease apply below The ideal candidate:Have excellent customer service skills with a professional and approachable manner. Able to work in a fast paced environment where you are focused on achieving results with clients in all areas of skin and body treatments. Passionate about all areas of beauty and has the advanced knowledge to educate our clients and exceed clients expectations at all times. Provide our clients with the most up to date treatments therefore, always wants to learn and upskill. A team player, while also being confident and competent to work on their own initiative. Maintaining high standards of hygiene and attention to detail while workingAbility to retailTake Pride in appearanceReliable and Flexible Please send your CV or if you require further information on this role, please contact us info@jardines. ie Primary Duties Carry out the following treatmentsConsultationsskin treatmentspeelsManicure & PedicureGel PolishLash LiftsAdvanced WaxingHd Brows/Henna BrowsBrow Waxing & tintingSpray Tan Requirements No experience required This role requires salon/clinic experience with fully accredited diplomas. Benefits Ongoing education and development flexiable working hours supportive team environment team building events bonus discounts on all brands Treatment allocation no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Clondalkin,Ireland
"Deli Assistants, (Full & Part Time), Flexi, Ballinrobe, Co. Mayo",5191919114,"Deli Assistants, (Full & Part Time), Flexi, Ballinrobe, Co. MayoDue to continued company expansion Corrib Oil are seeking to recruit energetic, enthusiastic individuals with exceptional customer service skills to join our team at our service station in Ballinrobe, Co. Mayo. Do you:Believe in delivering excellent customer service?Want to be successful?Have the drive and enthusiasm to succeed?If you are an energetic, motivated individual with a passion for providing first class customer service we want to hear from you! Previous experience is desirable, but training will be provided. Please be advised that these roles are being offered in a Full or Part Time capacity, please outline on your application which position you would like to apply for. To prepare and serve high quality food offering in an efficient and cost-effective mannerTo work the daily operations in the kitchen (Breakfast, Lunch, Dinner and Chilled Products) as directed by the Deli ManagerTo practice efficient stock management and portion controlTo maintain clean facilities and a clean work environment in accordance with HACCP legislationTo prioritise customer care and service, ensuring promotion of the Corrib Oil Customer Loyalty Programme at every opportunityTo ensure that the deli checks assigned to you are carried out in accordance with your trainingMust be able to work flexible hours Monday to Sunday incl. weekends and evenings.**Benefits for the role include: Competitive Pay Rates, Paid Lunch Break, Sociable Working Hours, Staff Discount, Company Pension Contribution, and other benefits ** no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Ballinrobe,Ireland
"Experience Expert, Part Time 21Hrs",5257226804,"If these are values you share, we would love you to join our team. To be an Experience Expert you need to create truly memorable experiences for all our customers. You will be imaginative, using your product knowledge and storytelling to customise each experience, and to nurture long lasting relationships with your customer. You will be open to learning and developing yourself as you to strive to be an expert within your field and a key contributor to Mulberry. What we need from you:You will always be customer focused: - You will develop and maintain key customer relationships using instore CRM tools to support you. - You will be keen to learn and expand your knowledge on our product, brand, services and local events to enhance the customers experience. You will be responsible: - You will be curious about the business and willing to share your ideas. - You will enjoy working as part of a team and nurture relationships with your colleagues. - You will deliver operational excellence showing respect and consideration for people, product and your environment. You are: - Confident - Engaging - Versatile - Curious - In love with fashion!What we will do for you: - Competitive basic salary - Bonus - An enviable staff discount and exclusive access to staff sales - Pension Contributions & Life Assurance - Training and opportunities to develop no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Kildare,Ireland
Temporary Administration Jobs,5248673709,"Description:We are currently recruiting for various temporary roles. We have assignments ranging from 1 day, week by week and on a contract basis. If you are interested in conducting temporary work we have roles for the following candidates: Sales Administrator Sales Support Advisor Administrator Receptionist Personal Assistants Executive Assistants Requirements: 1-2 years administration experience desirable Highly flexible with a strong work ethic Excellent communication and organisational skills Excellent telephone manner no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Part Time Sales Assistant - Sports Direct,5233433636,"Job Description Part of our success is owed to our dynamic, commercially driven and passionate team and with growth comes opportunity so we are looking for Casual Sales Assistants to join us. As part of our Sports Direct team your talent will be managed to ensure you reach full potential and have a world of opportunities to explore. The Job Can You Deliver a Fantastic Customer Service In a Fast-Paced Store Environment? You Have The Ability To Control How Much You Earn? At Sports Direct that. s the job description. Join Us Now! Qualifications Must Haves The Drive To Earn As Much As You Can. Commitment To Improve Your Retail Skills. Enthusiasm To Be No.1.Be available for work Monday till Sunday Additional Information **Added Extras** 5* Commission Scheme and Uncapped Earning Potential! Football Tickets, Wimbledon Tennis, Boxing and much more! 20% Staff Discount! Flexible Working (Shifts and Store Locations) no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Castlebar,Ireland
Sales Assistant Part Time,5257203904,"Londis in Enniscorthy, Co. Wexford , require a Part Time Sales Assistant to join their amazing team. Excellent interpersonal and communication skillsExcellent communication skillsNumerical abilitiesThe ability to work as part of a teamThe ability to use initiative Sound judgement with the ability to make decisionsSelf-motivatedGood attention to detail no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Enniscorthy,Ireland
Marketing Executive - Part time,5458473661,"Legal 500 firm based in London is seeking a Marketing Executive on a part-time hybrid working basis. This is an exciting opportunity for an experienced and ambitious Marketing Executive to join the marketing department. You will be assisting the legal team, project managing and using your own creative marketing skills to continue to build the business. This role is a hybrid role with 1 day a week working in our office. To put you forward for this position, we require your ideal salary and location and notice period. Responsibilities Working alongside website and SEO agents to create/update websites PR and media liaison Managing various social networks Responsible for assisting Lawyers to use social media effectively Data analysis and reporting including SEO and Adwords analysis Designing marketing campaigns Organising various events Assisting the partner with various projects including producing videos Investigating reports on key activity of website followers looking at marketing campaigns Ensuring all mailing lists and subscriptions are in line with GDPR The Candidate A Marketing Executive with a minimum of 5 years’ experience Experience and knowledge of working with digital platforms is essential A flair for business marketing Brand aware Strong technical ability and commercially aware Great attention to detail Able to meet tight deadlines whilst maintaining high levels of accuracy Keen analytical and problem-solving skills A team player with an aptitude for business development The Firm A prestigious law practice based in London, our client prides themselves on their enviable reputation and their ability to build long lasting relationships with both its businesses and individuals. Constantly growing, they have acquired and retained a team of expert and professional lawyers and support staff who pride themselves on meeting and exceeding client expectations consistently. Our Agency Requirements What salary are you currently seeking? How far are you most comfortable to travel from home? How long is your notice period? Marketing Executive - Part time For further details of this Marketing Executive - Part time vacancy, please contact Simon on (phone number removed) quoting reference SS34690 #LI-SS1 PLEASE CHECK YOUR EMAIL (INCLUDING SPAM FOLDER) FOR CONFIRMATION YOUR APPLICATION HAS BEEN RECEIVED. In accordance with The Conduct of Agencies and Businesses Regulations Act of 2003 - no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.","London, London Ireland,",Ireland
Part-Time Chartered Physiotherapist - Mullingar,5257247556,"Who are we looking for? We're looking for a Chartered Physiotherapist who can work collaboratively within a multidisciplinary team in our Mullingar Clinic. We are looking for a part time Physiotherapist to join the team for this employee role. The clinic is based within an established GP practice, whereby you will be working alongside the medical team. You'll also have access to a dedicated support team at our HQ, as well as structured performance management with the clinical lead. When you start, you will receive comprehensive induction training, which includes learning about our business from all departments – marketing, operations, HR, etc. As well as dedicated support from our HQ team, you'll also get structured performance management with your clinical lead. Reviews will take place at 1/3/6/12 month marks, and annually thereafter - clear goals will be identified and measured at set timeframes. What are the benefits of working with us? We offer discounted health insurance (available after successful probation period), annual leave that increases with length of service , a “Me Day” – an additional day's leave each year to try something new – , educational and CPD support, and a monthly personal health & wellness allowance. For more information, please click here. What experience and qualifications do I need? BSc or MSc in Physiotherapy (essential)Relevant private practice clinical experience preferredCORU registration or S91 CORU application in process - please note you must be able to produce your application number (essential)Chartered membership of ISCP (essential)Professional Indemnity Insurance (essential)Practice management software experience desirableMicrosoft Office desirable What is the role and what will my responsibilities be? Work with patients who have a range of conditions, primarily neuro-musculoskeletal, both face to face and digitallyIndependently assess, diagnose, develop treatment plans, then provide treatment accordinglyEducate patients about how to prevent and/or improve their conditionsAdmin responsibilities: medical case notes, reports, statistics, managing patient payments and issuing receiptsLiaise with other healthcare professionals in a timely mannerConduct meetings with local GPs and potential referrersAssist the marketing team in generating new patientsPart-take and facilitate in internal study groupsReport stock levels and equipment repairs to the Operations ExecutiveMeet continuous education requirements and maintain an up to date CPD folderYou may be required to create content and blogs from time to timeYou may be required to work with the marketing team from time to time and provide them with on the ground feedbackOther ad hoc duties as and when required This job might be for you if: You have great passion for physiotherapy and are proactive in seeking out the best course of treatment for your patientsMotivating people, including yourself, comes easilyYou enjoy developing relationships with other stakeholdersYou can comfortably take initiative and adapt to new situations wellYou are enthusiastic and enjoy taking part in wider company events How do I apply? Please click ‘apply to position', complete the application form, attach your CV and click ‘submit application'. We look forward to hearing from you soon! Please note that if you click ""apply"" you consent to your information to be stored for 12 months for recruitment purposes by Spectrum Health and to be shared with our affiliated partners including but not limited to, Spectrum Connected Health, Spectrum. Life, Spectrum Mental Health, , Doctor on Duty, GP24, Shelbourne Accountants and Financial Health no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Mullingar,Ireland
Part Time Sales Assistant - Sports Direct,5270777430,"Job Description Part of our success is owed to our dynamic, commercially driven and passionate Team and with growth comes opportunity so we are looking for Part Time Sales Assistants to join us. As part of our Sports Direct team your talent will be managed to ensure you reach full potential and have a world of opportunities to explore. Want More? Add another 50¢ per hour? €1 per hour? €5 per hour? Great earning potential with our 5* Commission Scheme. The Job Can You Deliver a Fantastic Customer Service In a Fast-Paced Store Environment? You Have The Ability To Control How Much You Earn? At Sports Direct that. s the job description. Join Us Now! Qualifications Must Haves The Drive To Earn As Much As You Can. Commitment To Improve Your Retail Skills. Enthusiasm To Be No.1. Additional Information This is Part Time Sales Assistant role All your information will be kept confidential according to EEO guidelines. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Ballina,Ireland
"Aveda - Advisor - Arnotts, Dublin - 22.5 Hours - Part-Time, …",5250886058,"Position Summary: As one of our highly skilled make - up artists you will combine your creative and technical expertise and passion for people to provide a welcoming, inspirational and personalized in - store experience which educates and delights our customers. You will also like working as part of a high performing team to create impact with in - store events and to ensure that the store always achieves our high standards of visual merchandising to stand out against our competitors. If you are a dynamic self - starter looking for a progressive career opportunity then this could be the perfect role for you and the first step of your career with a leader in prestige beauty. While certification in make - up artistry and/or previous retail make up experience is desirable we also welcome applicants with amateur level experience. As a leader in prestige beauty with a culture that values diversity of thought and people, we offer excellent training and development and a competitive remuneration and benefits package. Please note: the success of your candidacy would be on contingent on completion of the next stage of the recruitment process – requirements of the role & completion of your video assessment. If you require any adjustments to our recruitment process because of a disability or for some other reason, please ensure you contact 0800 917 1399 as soon as possible. Qualifications While a qualification in make - up artistry/previous retail make up experience is preferred, we welcome applicants with amateur level experience who are able to demonstrate a high level of creative and technical expertise All applicants must be able to demonstrate the ability to provide inspirational, authentic and personalized customer service Ability to work retail hours including days, nights, weekends and special events in a fast - paced work environment Previous experience with retail point - of - sale software Applicants must be able to provide proof of right to live and work in the country if invited to attend for interview no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Dublin,Ireland
Part Time Sales Assistant - Sports Direct,5270769070,"Job DescriptionPart of our success is owed to our dynamic, commercially driven and passionate Team and with growth comes opportunity so we are looking for Part Time Sales Assistants to join us. As part of our Sports Direct team your talent will be managed to ensure you reach full potential and have a world of opportunities to explore. Want More? Add another 50¢ per hour? €1 per hour? €5 per hour? Great earning potential with our 5* Commission Scheme. The JobCan You Deliver a Fantastic Customer Service In a Fast-Paced Store Environment? You Have The Ability To Control How Much You Earn?At Sports Direct that. s the job description. Join Us Now!QualificationsMust HavesThe Drive To Earn As Much As You Can. Commitment To Improve Your Retail Skills. Enthusiasm To Be No.1.Additional InformationThis is Part Time Sales Assistant role All your information will be kept confidential according to EEO guidelines. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Ballina,Ireland
In Store Sales Consultant - Carrick On Shannon Part Time,5257226792,"We are currently recruiting a Part time In Store Sales Consultant for our Carrick - On - Shannon store. Thanks to eir’s extensive fibre infrastructure, driving sales of Mobile, Fixed Line, Broadband and TV packages has made eir stores one of the most exciting places to work and we’re continuing to grow. We’re looking for a Customer focused Sales Consultant with a strong attention to detail to join our successful team. There is a full time position available that requires full flexibility for a 5/7 day working week. Our colleagues will be proficient in the following: Customer Service . We believe in putting the customer first and we expect our colleagues to offer a world class service that encourages customer loyalty. Listening. Our colleagues listen to customers so they can get a greater understanding of our customer’s news and can advise them on what package will best suit their needs. Engagement. Our colleagues engage naturally with our customers to build a rapport that encourages them to come back to our stores. Teamwork . Our colleagues work as part of a team to achieve Store KPI’s as well as individual targets. Technology. Our colleagues have a genuine interest in technology and keep up to date with the latest developments so that they can be confident when advising our customers on our products and services. The Ideal candidate: - Should be highly motivated and passionate about our brand. Should work well as part of a team but can also work on their own initiative. Should have experience in a similar background, but this is not essential. Should have the ability to work under pressure and be target driven. Should have excellent communication and presentation skills. Should have a positive ‘can - do’ attitude. What we offer in return: - Competitive Salary. Uncapped commission. Flexible working hours. Our Full - time contract is 28 - 40hrs per week. Full training and continuous support. Opportunities to further your career within the Synchro group no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Carrick-On-Shannon,Ireland
