title,ad_id,desc,city,country
Forester/Forestry Manager,5233901566,"Forester/Forestry Manager REF: VAC-12623 County Donegal Competitive Remuneration/Package Commensurate with Experience Permanent Role Be a part of a dynamic business in the agriculture and renewable energy sector who currently require an experienced Forester to manage their forests and woodlands. We are looking for someone highly proficient and organised and can prioritise tasks and manage your own workload. You need to be flexible in your working approach and pride yourself as being approachable, proactive, ambitious and creative. Description of the role: The Forester/Forestry Manager will maintain and manage the company’s Forests. Responsible for carrying out safe and sustainable management of areas used for timber production, and natural preservation. Provide valuations on timber, trees and land and how the company can add value to the business. Liaising with management, timber merchants, contractors, customers and the general public. You need to be able to work autonomously as well as part of a team. Main Duties *Work to preserve and protect forests and woodlands. *Grant Applications, Felling, Licences & Ecological Surveys *Tree Safety Inspections. *Timber Harvesting and Marketing. *Woodland design, planting and maintenance. *Aerial Drone Images. *Woodland management plans and digital mapping. *Planning, managing budgets, and leading conservation projects. *Carrying out general maintenance work. *Arranging for contract work (e.g. planting and harvesting) to be undertaken. *Correspond with local authorities and professional bodies to advise on matters concerning land use, and the balance of economic and environmental priorities. *Carry out arboriculture method statements and impact assessments, pest and disease identification and management proposals. Other Requirements Full Clean Driving Licence In return, you will benefit from a competitive remuneration package and development opportunities within a nationally recognised company with exceptional professional growth potential. How to Apply: Please send your full and up to date CV along with a cover note or email to David/Robert in our Multi-Sector team in order to apply for this role. For a full list of jobs we currently have available please, visit our website. 3D Personnel is operating as an Employment Agency and Business. Equality is at the forefront of our operation and we provide equality of opportunity to everyone. You can review our Privacy Policy on the home page of our website no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",County Donegal,Ireland
Experienced Plumbers/ Pipe Fitters,5235763710,"Qualified Plumbers needed for a large commercial project based in Dublin City Centre. The ideal candidate for this role will have at least 3 years experience, post qualification and all tools. You must have previous expereince using threading, victaulic machine and GB pipework. Please note this job starts immediately. Key Requirements:Safe PassManual HandlingCovid Online Induction CardKnowledge of GB pipeworkPrevious experience using threading machine and victaulic machineMust be Reliable / PunctualBe fully aware of Health and Safety requirements on site. Key Responsibilities:Be fully compliant with PPE requirements of the siteAlways communicate clearly and effectivelyReport any near incidents involving vehicle movements in the yard to the Operations Manager and Shift Supervisors and complete associated paperworkComply with all Health Safety, HR and Environmental policies and procedures. Benefits:Opportunity to work with big building companyExciting career opportunities and progression availableGreat salary package, depends on expereince and skill- set. If you feel you have the necessary skills required and are interested in becoming part of an excellent team, please contact me today. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Head Gardener (Live-in position),5234869065,"Head Gardener (Live - in position) Job overview: Our client is seeking to recruit a full - time experienced Live - in Head Gardener for a Private Garden (newly built) in the Cavan area. To apply you should have a love of gardening and horticulture. You should have proven experience working as a Head gardener in private gardens or estate gardens preferably. You should also have obtained a qualification in horticulture. You will be a caretaking presence on - site generally and will have some light house keeping and cleaning duties in the adjacent holiday home also. Accommodation is provided on site, and it will be possible to have a spouse or partner live - in with you also. A farm manager is on site and you will report to him on a day to day basis, but you will have primary responsibility for the one to two acre garden and onsite buildings. Requirements: Proven experience in Horticulture, especially in Garden Maintenance and ability to operate garden tools and machinery while carrying out all works necessary for the maintenance of the garden. A recognised qualification in Horticulture or a related field should be held. Available to live at the provided accommodation and to be a presence onsite to maintain and take care of the garden and accommodations. Access to your own transport required due to location of property. You must be legally allowed to work in Ireland (stamp 4 visa or citizenship of Ireland, UK or EU). Responsibilities: You will maintain this one - acre garden site to a high standard, taking care of all aspects of maintaining this newly landscaped Private Garden throughout the year. You will liaise with the owners on any issues where necessary. You will primarily be responsible for the Garden; however, you will also have light house duties to maintain the holiday home and your own two - bedroom loft accommodation also. Benefits and additional Information: €30,000 plus free two bedroom on site accommodation – newly built DOE. Live in accommodation and possibility to have a spouse or partner live and work with you. Great opportunity for suitable applicant to live a quiet, relaxed lifestyle and work flexibility. Full WiFi on site which would allow for a WFH partner when not working on site Interested? Apply now! no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Cavan,Ireland
Caretaker - Little Orchard Community Playschool,5122802958,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties The position will be in the above areao experience is necessary as training will be givenarda vetting will be necessary for this positionuties to include:Litter control, grass cutting, weeding and weed control, hedge trimming, planting shrubs and flowers, maintenance of flower and shrub beds around the Playschoolaintenance of the Playschool Building as the need arisesn order to be able to apply for this position you MUST be resident in Ireland and in receipt of a qualifying payment i, in receipt of an Irish Social Welfare payment for 12 monthsr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Leighlinbridge Carlow Ireland,Ireland
Caretaker,5122803041,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Mallow Cork Ireland,Ireland
Caretaker,5122802777,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groups. Your eligibility will have to be verified by the Department. You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centre. Applicants should supply suitable character references and be prepared to complete a Garda vetting application form. Duties General cleaning, care and maintenance of equipment and building, and care of timber sports floor. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Baltinglass Baltinglass East Wicklow,Ireland
Caretaker Football Club,5122802947,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties This is a developmental opportunity, no experience necessaryccredited training will be provided to support your careerr>Duties to include :Support Grounds Manager to ensure the property and facilities are managed to the highest standardsr>To assist with compliance with Fixtures and Fittings, Repairs, Renovations, Upgradesr>Report any health and safety issues with regard to working areas and equipment are reported to managementr>Property Maintenance - To work closely with existing Ground Staff and Horticulture Team across their sitesr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Clontarf Northside Dublin,Ireland
Caretaker/Groundsperson,5122802930,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Cutting public parks, verges and lawns using lawnmowers and strimmerseeding, litter picking, planting, cleaning, paintingr>Based in Dunmanway townr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dunmanway Dunmanway North Cork,Ireland
"Caretaker/Groundskeeper - Stinbarrs GAA Club, Togher",5125059343,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties will include:- General Maintenance ieleaning, painting etcbr>- Maintaining grass pitches ieutting, lining etcbr>- General Upkeep of clubhouse and grounds - Sports Groundskeeping- Clubhouse & Dressing room caretakingYou can also the Lougharea on 4967686 or anloughaream to register your interestr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Togher Cork Ireland,Ireland
"Caretaker/Groundskeeper - Bishopstown GAA Club, Bishopstown",5125059342,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties will include:- General Maintenance ieleaning, painting etcbr>- Maintaining grass pitches ieutting, lining etcbr>- General Upkeep of clubhouse and grounds - Sports Groundskeeping- Clubhouse & Dressing room caretaking- All Weather pitch maintenanceYou can also the Lougharea on 4967686 or anloughaream to register your interestr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Bishopstown Cork Ireland,Ireland
Caretaker,5125059345,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties To provide caretaking and security duties in the community centre,To set up rooms for meetings cleaning duties etcr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",S Circular Rd Saint James' (part of Phoenix Park) Dublin,Ireland
Groundsperson / Caretaker,5125059327,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties to include:Grass Cutting, Pitch Marking and Repairrushing and maintenance of all-weather pitches ressing rooms and facilities cleaning to a high standard outine painting and general maintenance of the facilityther Ad hoc duties as requiredr>Applicants must supply suitable character references and be prepared to complete Garda vetting application formr>This is a developmental opportunity, no experience necessaryccredited training will be provided to support your career your local DEASP Employment Services/Intreo Office to check your eligibility and to apply for this vacancyob Reference Number will be requiredligibility to participate on CE is generally linked to those who are years or over and be in receipt of an Irish social welfare payment r> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Glenamuck Road Dun LaoghaireRathdown Dublin,Ireland
"Caretaker/Groundskeeper - Lehenaghmore Community Park,",5125059340,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties will include:- General Maintenance ieleaning, painting etcbr>- Maintaining grass pitches ieutting, lining etcbr>- General Upkeep of clubhouse and grounds - Sports Groundskeeping- Clubhouse & Dressing room caretakingYou can also the Lougharea on 4967686 or anloughaream to register your interestr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Lehenagh More Cork Ireland,Ireland
Caretaker/Groundsperson,5125059334,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Cleaning and maintenance of Football Club and Groundsrass cutting,strimming,pitch marking, spraying for weedsaintenance and cleaning of all weather pitchriver license is required to operate ride-on lawnmower no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Athlone Westmeath Ireland,Ireland
Caretaker - Togher Community Centre,5125059337,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties will include:- General Maintenance ieleaning, painting etcbr>- General Upkeep of the Community CentreHours - Mon- 6pm - 10pmYou can also the Lougharea on 4967686 or anloughaream to apply no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Togher Community Centre Togher Cork,Ireland
CARETAKER - PAIRC UI RINN STADIUM,5125059331,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties to include maintenance of stadium after training & matchesleaning, painting, power washing, general DIY etc our caseworker if in position, no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Boreenmanna Road Ballintemple Cork,Ireland
Caretaker/Groundskeeper - Turners Cross Stadium,5125059341,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties will include:- General Maintenance ieleaning, painting etcbr>- Maintaining grass pitches ieutting, lining etcbr>- General Upkeep of clubhouse and grounds - Sports Groundskeeping- Clubhouse & Dressing room caretakingYou can also the Lougharea on 4967686 or anloughaream to register your interestr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Turners Cross Cork Ireland,Ireland
Caretaker,5125059325,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General caretaking dutiesr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Kilbarrack Lower Dublin Ireland,Ireland
Caretaker/Groundskeeper - Redmonds GAA Club,5125059338,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties will include:- General Maintenance ieleaning, painting etcbr>- Maintaining grass pitches ieutting, lining etcbr>- General Upkeep of clubhouse and grounds - Sports Groundskeeping- Clubhouse & Dressing room caretakingYou can also the Lougharea on 4967686 or anloughaream to register your interestr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Lehenagh More Cork Ireland,Ireland
General Laborer - Electrical Panel Wiring- AD,5133688807,"Description:Hire will be responsible for panel wiring and building industrial electrical panels that are running the large manufacturing machinery. Qualifications:No prior experience required. Good Hand/Eye coordination as very intricate work. Strong command of the English language both verbal and written. Must be able to get to Oldcastle. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Oldcastle,Ireland
Assistant Herdsperson/General Farm Worker in Limerick Ref: 3294,5142884953,"Job Role Assistant Herdsperson/General Farm Worker in Limerick Ref: 3294 Location Limerick The Farm Dairy farm in County Limerick , located close to the town of Adare. The Role The role involves milking 90 cows through a 12 unit herringbone parlour along with other farming duties throughout the day. The Applicant Looking for an enthusiastic person who has experience within the dairy industry. He/she needs to be comfortable with milking and show a keen interest in a farming career. Machinery experience would be an advantage but not essential. Accommodation Accommodation is available with meals also provided. Additional Info Contact will be made with those applicants that have suitable experience for the role advertised. Unfortunately due to the volume of applications we receive we cannot reply to each application .Thank you for your interest and application no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Limerick,Ireland
General Farm Worker/Stockperson in Co Cork Ref: 3257,5142911826,"Job Role General Farm Worker/Stockperson in Co Cork Ref: 3257 Location Co Cork The Farm Dairy Farm in Co. Cork The Role Milking 530 cows in a 50 bail dairymaster rotary parlour. There are always 2-3 people milking. Split of 40/60 Autumn/Spring calving. All cattle fed with diet feeder in the winter time. Some machinery experience would be an advantage but not essential. The Applicant The ideal candidate needs to be an excellent Stockperson with responsibility for milking with 2 other staff during the Summer months and 3-4 other staff during the winter months. The successful candidate should also be able to spot, bulling, sick cows, lameness and a cow that may not be in 100% health. This farm also has the dairymaster moo monoter collars on all cows. A basic I. T knowledge would be an advantage, however, training will be provided Accommodation Nice accommodation for both single or a person in a relationship. Additional Info Contact will be made with those applicants that have suitable experience for the role advertised. Unfortunately due to the volume of applications we receive we cannot reply to each application. Thank you for your interest and application. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Cork,Ireland
General Farm Worker / Milker in Co. Kerry Ref: 3312,5142902161,"Job Role General Farm Worker / Milker in Co. Kerry Ref: 3312 Location Co. Kerry The Farm Dairy Farm in County Kerry only 3 miles for the stunning town of Dingle. This farm is very clean with a very simple layout that cuts down on intensive labour . The Role Milking 260 cows through a Delaval herringbone parlour. Most of the machinery work is contracted out, however, some machinery work such as slurry, topping, shaking will need to be carried out. The farmer is looking for someone who is enthusiastic and looking for a long term career in farming. The farmer does the morning milking so the successful candidate would not be starting until 09.30am, working through the day and finishing with the evening milking. The Applicant The successful candidate would have experience in milking and have a keen interest in a farming career. He/she needs to be confident in driving machinery or show an interest in learning. Must be able to work on your own initiative. Training will also be provided if the candidate does not have the appropriate experience but is willing to learn. A great opportunity for someone looking to pursue a career in farming. Accommodation Accommodation provided at a very good rate. Additional Info Contact will be made with those applicants that have suitable experience for the role advertised. Unfortunately due to the volume of applications we receive we cannot reply to each application. Thank you for your interest and application. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",null,Ireland
General Farm Worker / Milker in Co. Kerry Ref: 3295,5142887893,"Job Role General Farm Worker / Milker in Co. Kerry Ref: 3295 Location Co. Kerry The Farm Dairy Farm located in County Kerry, close to towns such as Tralee , Kilarney and Listowel. The Role The farmer does the morning milking so this role involves starting at roughly 09.00 am, working throughout the day and milking in the evening. Milking 200 cows through a herringbone parlour, some machinery work, calf rearing during the Spring time and other farming duties that the farmer may need assistance with. The Applicant The successful candidate needs to have experience in milking, machinery and other farming duties. Needs to be able to work off his/her own initiative as well as part of a team. Accommodation Accommodation available. Additional Info Contact will be made with those applicants that have suitable experience for the role advertised. Unfortunately due to the volume of applications we receive we cannot reply to each application .Thank you for your interest and application no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",null,Ireland
Assistant Herdsperson/General Farm Worker in Co Laois Ref: 3184,5142896935,"Job Role Assistant Herdsperson/General Farm Worker in Co Laois Ref: 3184 Location Co Laois The Farm We are milking 120 cows in one block The Role Seeking a dairy assistant to help in all aspects of running this busy farm. There will be milking, calf rearing,animal husbandry, bedding, feeding, fertilizer spreading, slurry spreading and all types of typical general farm work. The Applicant We are seeking a competent person who has some experience of all of the above and a get up and go approach to addressing on farm challenges .The successful applicant will be joining a small on farm team. Accommodation There is no accommodation available with this role Additional Info no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",null,Ireland
Assistant Herdsperson/General Farm Worker in Co Cork Ref: 3262,5142893388,"Job Role Assistant Herdsperson/General Farm Worker in Co Cork Ref: 3262 Location Co Cork The Farm This farm is laid out in a number of blocks 200 cows 220 cows and 60 cows The Role We are seeking an assistant herdsperson to help the owner in his daily routine of milking, feeding, grass management etc. There is potential here for a couple to fill this role. The Applicant Able to do the job. Must have experience. Must have a drivers licence. Accommodation Currently there is a mobile home available but there are plans to have a good quality house available to the successful applicant. Additional Info Contact will be made with those applicants that have suitable experience for the role advertised. Unfortunately due to the volume of applications we receive we cannot reply to each application. Thank you for your interest and application no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Cork,Ireland
Caretaker - Before 5,5117591580,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties The post will include light caretaking duties, opening and closing of centre, setting up rooms and outside worklease note that this position is based in Before 5, Churchfield, Corkr>our local LES Office or Intreo Office to apply for this positionr>A comprehensive Induction process has been implemented to include COVID-19 protective controlsr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Knockfree Avenue Cork Ireland,Ireland
Caretaker sports grounds,5117591595,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties building maintenance, painting, cleaning, general repairslaying grounds maintenance, grass cutting, pitch marking, preparing pitches for matchesr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Spiddal Bohoona East Galway,Ireland
Caretaker/Cleaner - CE Scheme,5117591634,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties will include:the cleaning and maintenance of a busy community centrer> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Shankill Dublin Ireland,Ireland
Caretaker Sports Grounds Canon Hayes / Stichaels Cooke Park,5117623231,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General Maintenance of Stichaels Cooke Park Grounds & Club houseuties to include pitch maintenance strimming, lining pitches, painting, cleaning and maintaining club housebr>Although this position is mainly based in Cooke Park it is not exclusive to these grounds and duties take place in other surrounding areas covered by Canon Hayes Recreation Centre CE Schemer>In-house training and QQI / Trade Training will be providedr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Gortavalla Tipperary Ireland,Ireland
Caretaker,5117591564,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the Register your interest button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Maintaining both the internal and external grounds of the premises; ensuring that premises are held to a high standard and in accordance with all relevant regulation(s)br>Internally:Cleaning of premises, set up and maintain inventory of cleaning stock, carrying out minor repairs, ensuring all systems are operational (Fire/Intruder Alarm) or other duties as required by Managementbr>Externally:Maintaining the external grounds of the premisespening and closing the premises at times determined by managementbr>Other:Assist in some paperwork /administration duties as required by the servicettend team meetings weekly, and fill out your time sheetsorterage and messenger duties both within and outside the premisesndertaking training where appropriate to ensure continuous learning and development as a worker and as an individual to enhance your developmentbr>COVID-19Due to the current climate high levels of cleanliness is required within our servicess a caretaker you will be required to ensure that all PPE material is maintained and availableou will be required to sign in and out of the centre to ensure we have accurate traceable records and complete weekly disclosure forms, prior to commencing workbr>Hygiene and cleanliness of premises is very important, especially during current climateherefore everyone has a responsibility to ensure that public health advice is adhered to and the centres cleanliness is maintained at all times (Masks must be worn, hand sanitizer used)br>Please note that successful candidate for this position will not commence work until level 5 restrictions are liftedbr>Full flexibility and support will be given to all applicants at this timebr>This is a development opportunity, no experience is necessaryccredited training will be provided to support your career Further information can be sought from:CE SupervisormooreyouthworkmidlandsgAssistant CE Supervisor:mmulvanyyouthworkmidlandsg Website:() no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Mullingar Westmeath Ireland,Ireland
Maintenance Person/ Caretaker,5117591583,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties GENERAL MAINTENANCE no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Tuam Galway Ireland,Ireland
Caretaker,5117623000,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Furze Road Sandyford Dublin,Ireland
Farm Worker,5117590865,"Person required to work on our very busy beef farm in Kells, Coeathust have experience in all aspects of Farming and Machineryhis will involve working to the highest standards in animal welfare, hygiene, health and safetybr>Wages negotiable to suitable applicantp> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Kells Meath,Ireland
