title,ad_id,desc,city,country
Crew Member Needed McDonalds Lucan Shopping Center,5150506538,"Position Description What I Do • Deliver hot fresh food, in a clean and friendly restaurant, giving customers a great experience each visit, every time • Consistently deliver the highest standards of quality, service and cleanliness in the restaurant • Provide friendly, fast and accurate service Position Requirements Deliver A Great Customer Experience • Prepare the customer’s meal with care and respect – give your customers gold standard food and drink every time • Make it special – be welcoming, personalise your comments and connect with your customers • Make it genuine – give the customer your full attention, smile, use eye contact and body language that is enthusiastic and energetic • Adapt to each customer’s needs – give them an individual experience that exceeds their expectations, e. g.: o Be patient with customers who need help, offer to explain the menu o Get to know regular customers and treat them individually o Use positive gestures, e. g. offer to clear trays, help parents with pushchairs or make a child’s visit special • Use initiative and confidence when interacting with customers • Answer customer queries confidently and professionally – keep up-to-date with knowledge on our food and promotions • Treat all customers and colleagues with courtesy and respect • Work as a supportive team member McDonald's is an equal opportunities employer. Position Attributes Quality, Service & Cleanliness • Complete tasks and activities in line with training, company guidelines and management direction • Adhere to McDonald’s standards of quality, service and cleanliness • Follow all workplace safety, security and food hygiene procedures • Follow our guidelines and take pride in your personal appearance • Take responsibility for your training in all areas; look for opportunities to improve and develop Additional Information N/A Back to top no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Crew Member,5150488854,"Position Description What I Do • Deliver hot fresh food, in a clean and friendly restaurant, giving customers a great experience each visit, every time • Consistently deliver the highest standards of quality, service and cleanliness in the restaurant • Provide friendly, fast and accurate service Position Requirements Deliver A Great Customer Experience • Prepare the customer’s meal with care and respect – give your customers gold standard food and drink every time • Make it special – be welcoming, personalise your comments and connect with your customers • Make it genuine – give the customer your full attention, smile, use eye contact and body language that is enthusiastic and energetic • Adapt to each customer’s needs – give them an individual experience that exceeds their expectations, e. g.: o Be patient with customers who need help, offer to explain the menu o Get to know regular customers and treat them individually o Use positive gestures, e. g. offer to clear trays, help parents with pushchairs or make a child’s visit special • Use initiative and confidence when interacting with customers • Answer customer queries confidently and professionally – keep up-to-date with knowledge on our food and promotions • Treat all customers and colleagues with courtesy and respect • Work as a supportive team member McDonald's is an equal opportunities employer. Position Attributes Quality, Service & Cleanliness • Complete tasks and activities in line with training, company guidelines and management direction • Adhere to McDonald’s standards of quality, service and cleanliness • Follow all workplace safety, security and food hygiene procedures • Follow our guidelines and take pride in your personal appearance • Take responsibility for your training in all areas; look for opportunities to improve and develop Additional Information N/A Back to top no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Crew Member,5150511736,"Position Description What I Do • Deliver hot fresh food, in a clean and friendly restaurant, giving customers a great experience each visit, every time • Consistently deliver the highest standards of quality, service and cleanliness in the restaurant • Provide friendly, fast and accurate service Position Requirements Deliver A Great Customer Experience • Prepare the customer’s meal with care and respect – give your customers gold standard food and drink every time • Make it special – be welcoming, personalise your comments and connect with your customers • Make it genuine – give the customer your full attention, smile, use eye contact and body language that is enthusiastic and energetic • Adapt to each customer’s needs – give them an individual experience that exceeds their expectations, e. g.: o Be patient with customers who need help, offer to explain the menu o Get to know regular customers and treat them individually o Use positive gestures, e. g. offer to clear trays, help parents with pushchairs or make a child’s visit special • Use initiative and confidence when interacting with customers • Answer customer queries confidently and professionally – keep up-to-date with knowledge on our food and promotions • Treat all customers and colleagues with courtesy and respect • Work as a supportive team member McDonald's is an equal opportunities employer. Position Attributes Quality, Service & Cleanliness • Complete tasks and activities in line with training, company guidelines and management direction • Adhere to McDonald’s standards of quality, service and cleanliness • Follow all workplace safety, security and food hygiene procedures • Follow our guidelines and take pride in your personal appearance • Take responsibility for your training in all areas; look for opportunities to improve and develop Back to top no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Crew Member,5150524507,"Position Description Join us and you'll become part of a crew, or a team, that works together to provide the best customer service . If you've visited one of our restaurants before, you’ve probably got some idea of what's involved in working here. But you might not realise the variety and scope of the role. We want every McDonald's customer to have a brilliant experience, every time they visit. That means hot food in a clean and friendly restaurant. As a Crew Member, you'll make it happen, whether you're preparing food, serving on the till or being out in the dining areas looking after our customers' needs. A franchised restaurant is a restaurant operated by a local business person trading under the McDonald's name. Currently most of our restaurants in Ireland are franchised but from a customer point of view there's no difference. Position Requirements Quite simply, you'll be working in our fast moving, high energy environment and we’re looking for a genuine smile plus an ability to connect with customers and make them feel valued. Position Attributes To join us as a Crew Member you’ll need to be confident in approaching and dealing with diverse groups of people. Friendly, courteous and helpful behaviour will come naturally to you and you’ll work well as part of a team. Effective communication skills such as attentive listening, face-to-face verbal communication and eye contact are a must. You’ll also need to understand the importance of maintaining high standards of quality and service as well as cleanliness. The ability to maintain high energy levels whilst working both efficiently and productively is essential. Finally, your appearance should be smart and clean. Additional Information N/A Back to top no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Crew Member - Swords Plaza Part time,5150500818,"Position Description Join us and you'll become part of a crew, or a team, that works together to provide the best customer service . If you've visited one of our restaurants before, you’ve probably got some idea of what's involved in working here. But you might not realise the variety and scope of the role. We want every McDonald's customer to have a brilliant experience, every time they visit. That means hot food in a clean and friendly restaurant. As a Crew Member, you'll make it happen, whether you're preparing food, serving on the till or being out in the dining areas looking after our customers' needs. A franchised restaurant is a restaurant operated by a local business person trading under the McDonald's name. Currently most of our restaurants in Ireland are franchised but from a customer point of view there's no difference. Position Requirements Quite simply, you'll be working in our fast moving, high energy environment and we’re looking for a genuine smile plus an ability to connect with customers and make them feel valued. Position Attributes To join us as a Crew Member you’ll need to be confident in approaching and dealing with diverse groups of people. Friendly, courteous and helpful behaviour will come naturally to you and you’ll work well as part of a team. Effective communication skills such as attentive listening, face-to-face verbal communication and eye contact are a must. You’ll also need to understand the importance of maintaining high standards of quality and service as well as cleanliness. The ability to maintain high energy levels whilst working both efficiently and productively is essential. Finally, your appearance should be smart and clean. Additional Information N/A Back to top no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Dublin,Ireland
Crew Member-Omni Park Full Time Fully Flexible,5152090154,"Position Description What I Do • Deliver hot fresh food, in a clean and friendly restaurant, giving customers a great experience each visit, every time • Consistently deliver the highest standards of quality, service and cleanliness in the restaurant • Provide friendly, fast and accurate service Position Requirements Deliver A Great Customer Experience • Prepare the customer’s meal with care and respect – give your customers gold standard food and drink every time • Make it special – be welcoming, personalise your comments and connect with your customers • Make it genuine – give the customer your full attention, smile, use eye contact and body language that is enthusiastic and energetic • Adapt to each customer’s needs – give them an individual experience that exceeds their expectations, e. g.: o Be patient with customers who need help, offer to explain the menu o Get to know regular customers and treat them individually o Use positive gestures, e. g. offer to clear trays, help parents with pushchairs or make a child’s visit special • Use initiative and confidence when interacting with customers • Answer customer queries confidently and professionally – keep up-to-date with knowledge on our food and promotions • Treat all customers and colleagues with courtesy and respect • Work as a supportive team member McDonald's is an equal opportunities employer. Position Attributes Quality, Service & Cleanliness • Complete tasks and activities in line with training, company guidelines and management direction • Adhere to McDonald’s standards of quality, service and cleanliness • Follow all workplace safety, security and food hygiene procedures • Follow our guidelines and take pride in your personal appearance • Take responsibility for your training in all areas; look for opportunities to improve and develop Additional Information N/A Back to top no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Crew Member,5150480515,"Position Description What I Do • Deliver hot fresh food, in a clean and friendly restaurant, giving customers a great experience each visit, every time • Consistently deliver the highest standards of quality, service and cleanliness in the restaurant • Provide friendly, fast and accurate service Position Requirements Deliver A Great Customer Experience • Prepare the customer’s meal with care and respect – give your customers gold standard food and drink every time • Make it special – be welcoming, personalise your comments and connect with your customers • Make it genuine – give the customer your full attention, smile, use eye contact and body language that is enthusiastic and energetic • Adapt to each customer’s needs – give them an individual experience that exceeds their expectations, e. g.: o Be patient with customers who need help, offer to explain the menu o Get to know regular customers and treat them individually o Use positive gestures, e. g. offer to clear trays, help parents with pushchairs or make a child’s visit special • Use initiative and confidence when interacting with customers • Answer customer queries confidently and professionally – keep up-to-date with knowledge on our food and promotions • Treat all customers and colleagues with courtesy and respect • Work as a supportive team member McDonald's is an equal opportunities employer. Position Attributes Quality, Service & Cleanliness • Complete tasks and activities in line with training, company guidelines and management direction • Adhere to McDonald’s standards of quality, service and cleanliness • Follow all workplace safety, security and food hygiene procedures • Follow our guidelines and take pride in your personal appearance • Take responsibility for your training in all areas; look for opportunities to improve and develop Back to top no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Room Boy and Housekeeping Required in BBSR - Hotel Industry,5161419691,"Dear Candidates,Greetings from RightFit Resources OPC Pvt. Ltd. Currently, We are hiring Steward/Waiter position for Puri and bhubaneswar LocationNo. Of position - 5Qualification- 10th/12thExperiences- 1 yrs to 2 yrs and fresher can applySalary 7-8 K initiallyFooding and Accommodation are also Available. Plot No- 233/A, Saheed Nagar, Near Maharshi college road, Bhubaneswar no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Crew Member-Swords Plaza Full Time Fully Flexible,5174800324,"Position Description What I Do • Deliver hot fresh food, in a clean and friendly restaurant, giving customers a great experience each visit, every time • Consistently deliver the highest standards of quality, service and cleanliness in the restaurant • Provide friendly, fast and accurate service Position Requirements Deliver A Great Customer Experience • Prepare the customer’s meal with care and respect – give your customers gold standard food and drink every time • Make it special – be welcoming, personalise your comments and connect with your customers • Make it genuine – give the customer your full attention, smile, use eye contact and body language that is enthusiastic and energetic • Adapt to each customer’s needs – give them an individual experience that exceeds their expectations, e. g.: o Be patient with customers who need help, offer to explain the menu o Get to know regular customers and treat them individually o Use positive gestures, e. g. offer to clear trays, help parents with pushchairs or make a child’s visit special • Use initiative and confidence when interacting with customers • Answer customer queries confidently and professionally – keep up-to-date with knowledge on our food and promotions • Treat all customers and colleagues with courtesy and respect • Work as a supportive team member McDonald's is an equal opportunities employer. Position Attributes Quality, Service & Cleanliness • Complete tasks and activities in line with training, company guidelines and management direction • Adhere to McDonald’s standards of quality, service and cleanliness • Follow all workplace safety, security and food hygiene procedures • Follow our guidelines and take pride in your personal appearance • Take responsibility for your training in all areas; look for opportunities to improve and develop Additional Information N/A Back to top no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Cleaner,5164248300,"Description:This leading Property Management Company based in Tallaght are currently looking to expand their cleaning team. As a result of this are looking to hire a Full Time Cleaner to work on a Temporary basis Monday to Friday in their properties. Please note you will need a full clean driving license for this role as a company vehicle will be provided. Some of the responsibilities in cleaning of serviced apartments: Clean/Sanitize bath tub, Shower & toilets Clean Mirrors and glass Dust light Fixtures Wash and shine wall/Floor tiles Dust/Clean skirtings Empty/Remove all rubbish from apartments including wardrobes/kitchen units etc. Clean Windows / Window Sills Clean balcony / Furniture All Blinds dusted including behind All Pictures dusted and polished Light switches wiped clean Report on any broken or faulty items. Travel to various apartments This is an excellent opportunity to join this highly successful company who values it’s employees. The role is temporary, Monday to Friday, the hours are Monday – Thursday 7.30am-4.00pm and Friday 7.30am-3.00pm. A company small van will be provided so a full clean driver’s license is essential. Salary is 13p/h Requirements: Previous 2/3 experience in a similar role Full clean driving license A positive can-do attitude Team player Fluent in English both written and verbal no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
HEAD HOUSEKEEPER,5177906097,"Essential Requirements: Previous Private House Experience, Drivers Licence, Flexibility to Travel, EU PassportThis is a newly created position for a long-term client of Hutchinson’s, who are a family of 5 with 3 children of college age. Working very closely with and reporting to the House Manager. It is a very busy household, so they are looking for an energetic, pro-active experienced hands-on Head Housekeeper to take over the day to day running of their family home in Dublin and to travel ahead to prepare their homes in the US and South of France, to ensure that each home is ready for their arrival. Each property has housekeeping assistance in situ, but the owners would like each residence to run in the same manner. Attention to detail is very important and an ability to anticipate and troubleshoot essential. Some of the areas to be covered though not exhaustive includeEnsuring the smooth running of a household and servicing of principals and guests, usually supervising others but also providing hands on housekeeping service . Working closely with the current housekeepers, monitoring standards, teaching and improving where required. Knowledgeable in the care of fine fabrics, glass, crystal etc. Overseeing outside contractors, service providers and suppliers. Ensuring food, groceries and medication levels in house are maintained and in date – as per a detailed inventory. Maintenance of the property on a regular basis in conjunction with the estate manager • Maintaining security and communication systems and record keeping must have a good knowledge of smart housesRegularly interacting with owners to maintain direct communication and compliance with their needsEnsuring efficiency, harmony, and high morale throughout the householdOrganising of social and family eventsCaring for household’s guests and visitorsServing of wines and other drinksServing of refreshments and mealsCaring for specialist items. SALARY CIRCA £45,000 Gross per annum- 2 bedroom off site accommodation provided. EU Passport and driving licence essential. Strictly Non-Smoker and freedom to travel essential. (HU3215) no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Crew Member-Navan Road Full Time Fully Flexible,5174796731,"Position Description What I Do • Deliver hot fresh food, in a clean and friendly restaurant, giving customers a great experience each visit, every time • Consistently deliver the highest standards of quality, service and cleanliness in the restaurant • Provide friendly, fast and accurate service Position Requirements Deliver A Great Customer Experience • Prepare the customer’s meal with care and respect – give your customers gold standard food and drink every time • Make it special – be welcoming, personalise your comments and connect with your customers • Make it genuine – give the customer your full attention, smile, use eye contact and body language that is enthusiastic and energetic • Adapt to each customer’s needs – give them an individual experience that exceeds their expectations, e. g.: o Be patient with customers who need help, offer to explain the menu o Get to know regular customers and treat them individually o Use positive gestures, e. g. offer to clear trays, help parents with pushchairs or make a child’s visit special • Use initiative and confidence when interacting with customers • Answer customer queries confidently and professionally – keep up-to-date with knowledge on our food and promotions • Treat all customers and colleagues with courtesy and respect • Work as a supportive team member McDonald's is an equal opportunities employer. Position Attributes Quality, Service & Cleanliness • Complete tasks and activities in line with training, company guidelines and management direction • Adhere to McDonald’s standards of quality, service and cleanliness • Follow all workplace safety, security and food hygiene procedures • Follow our guidelines and take pride in your personal appearance • Take responsibility for your training in all areas; look for opportunities to improve and develop Additional Information N/A Back to top no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Cleaner - Full time - Temporary - 1 week,5188479414,"Job OverviewFRS Recruitment are currently recruiting a Cleaner (1 week cover) for temporary position with immediate start in Dublin 2. Hours: 8am to 5pm. DutiesCleaning offices and canteens on the site;Cleaning kitchen and toilet facilities;Changing bins, sweeping and mopping floors;Cooperating with safe working practices. Requirements:Experience in the provision of cleaning service . Candidates will need to be available immediately, dates: 13/09-17/09.Valid Manual Handling Cert. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
