title,ad_id,desc,city,country
Senior Product Manager - Service Delivery,5439974579,"Are you passionate about Microsoft 365 products and services and building the future of world class support experiences? Are you fiercely customer obsessed, and looking to make a broad impact across audiences? Customer Care & eXperience Engineering is seeking a highly motivated, growth mindset and ""get to yes"" oriented Program Manager to help shape the future of support across Microsoft 365. As a Program Manager in C&XE you will collaborate across a broad, customer obsessed team spanning product engineering, finance, data science, and product marketing to find opportunities to improve the support experience across the connected support funnel. You will develop and keep strong audience intimacy through immersing yourself in the voice of the customer, form qualified hypothesis for innovation and experimentation using the scientific method and data analysis, derive qualified and quantitively verifiable customer success outcomes through influencing for impact, and building alliances and partnership across the organisation. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Seeking: Chef Job,5440735375,"Chef Job Excel Recruitment is looking for all levels of temporary Relief Chefs to work in a variety of high-volume healthcare, industrial, and hospitality units across all areas of Dublin. Whether you are looking for 1-2 days or 5-7 days per week we have work for you! We have various shifts... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Commissioning and Technical Service Engineer,5447614723,"Commissioning and Technical Service Engineer - water treatment systems. This is a field-based role, covering the 32 counties, and with some travel to Europe and UK. As such there is complete flexibility as to where the successful candidate might be located. In this role you will be an engineering specialist whose job is to ensure installed water treatment systems operate in a correct and safe manner and will meet the client’s requirements. The main responsibilities will be: • Ensure the equipment is working to the design specification. • Ensure equipment is operating in a safe manner • Creating and carrying out test and validation procedures. • Problem solving and showing excellent diagnostic abilities. • Working to tight deadlines and within set budgets. • Liaising with installation and project engineers. • Preparation and completion of IQ/OQ and PQ, validation and commissioning documentation. • Client and end user training. • Provide technical support. • Make improvements and offer advice on operational procedures Interested applicants should have a background in mechanical and electrical engineering design and commissioning . This experience includes a strong familiarity with previous commissioning projects. A relevant degree in an engineering discipline such as electrical, mechanical or instrumentation is required. Previous water treatment experience is a requirement. Ideally knowledge/experience with membrane filtration technology and processing. A great deal of responsibility is placed upon the commissioning engineer in the development and execution of the project. The commissioning engineer will report to the Contracts Manager making sure that all the commissioning activities are in line with the terms agreed upon in the contract and that they meet the design requirements. The role in detail: In this role, you will plan and work on all aspects of the commissioning of water treatment plants. • Work in the areas of water systems and treatment plant evaluation, master planning and project delivery. • Co-ordinating and adjusting the work effort within the project team to ensure commissioning is completed on schedule and within allocated budget • Maintain regular and constructive communication with clientele and project team members. • Compiling post-project completion documentation • Establish and maintain client relations • Support business development activities no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Assistant Chef / Cook - Hospitality,5448469356,"Assistant Chef / Cook - Hospitality Brompton, North Yorkshire £19,740 per annum pro-rata Part Time, 25 hours per week (rolling rota over 7 days) Permanent An exciting opportunity has arisen for an Assistant Chef to join our client’s Extra Care Housing kitchen team. The role As our Assistant Chef, you will be responsible for preparing meals from the daily menu, managing kitchen supplies, and checking and maintaining equipment. The role will give you the opportunity to develop menus, products, services and events with the Chef Manager, taking into account the content, balance, colour and nutritional values, in line with the agreed budget. With a focus on excellent customer focussed services, you’ll work to maintain good working relationships with internal and external customers whilst ensuring high standards of food quality. In short, you’ll be on hand to assist the Chef Manager to ensure the kitchen runs smoothly. With this in mind, you will be comfortable leading others to constantly achieve high standards of work. What they are looking for: * Previous experience of working within the catering / hospitality industry. * A CIEH level 2 cert in Food Hygiene and Level 2 in Professional Cookery (or equivalent). * The ability to supervise staff. * Knowledge of commercial kitchen operations and the principles of healthy eating. The successful candidate will need to take charge of the delivery of the service when the Chef Manager is not on shift. If you think you could ‘blend’ into their hardworking kitchen team in their extra care scheme restaurants, they’d love to hear from you! What they can offer in return: * A competitive salary * Extra day of annual leave for birthdays totalling 32 pro rata (inc. bank holidays). Annual leave also increases for every year of service up to 5 years totalling 37 days (inc bank hols) * Defined Benefit Pension Scheme * Salary sacrifice schemes including dental insurance, cycle to work and eco-friendly cars * A range of other benefits Interviews will take place on a rolling basis so please apply early to avoid disappointment! Our client is an equal opportunities and disability confident employer who welcomes applicants from all sectors of the community, and they encourage applications from people who are underrepresented in areas of the organisation. The Company They are a successful, innovative, not for profit housing association based in the market town of Northallerton in North Yorkshire. Currently they own and manage more than 6,000 homes and have stock in Hambleton, Darlington, Richmondshire, Harrogate, Redcar and Cleveland, Ryedale, Scarborough, Selby, the East Riding of Yorkshire, York and Leeds. They provide a range of services to their customers, all aimed at meeting their vision; ‘to be the best rural housing association in the country’. Whether it is carrying out repairs to ensure your home is kept to the highest standards or providing you with ways of saving money, they strive to ensure you receive a first-class service and that, ultimately, you are proud to say you live in one of their homes. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.","Brompton, Brompton, North Yorkshire Ireland,",Ireland
Service Delivery Manager - M&A Project Delivery TechOps & …,5448451365,"Service Delivery Manager - M&A Project Delivery TechOps & Quality 2.500! That’s the number of IT professionals working across all of Novartis sites all over the world! The successful applicant will be responsible for management and delivery of IT projects in Mergers & Acquisitions (M&A) for Novartis Technical Operations (NTO) and Quality. Applications are invited from industry professionals with a minimum of 10 years' experience. The candidate will be a highly capable communicator with a strong knowledge of the pharmaceutical sector, and a proven record of successful project delivery. Your key responsibilities : Your responsibilities include, but are not limited to: • Management of deliverables for IT projects, relating to ongoing transfers of activities related to investments and divestments • Ensure Novartis technology standards and operating models are established and understood for any incoming entity • Coordination with multiple stakeholders to align on portfolio priority, risks, opportunities, and budget • Ongoing engagement with business partners, ensuring clear and effective two-way communication • Pro-actively seek to identify and communicate risks, challenges, opportunities for improvement • Share learnings and experiences across teams, with a view to implementing best practices for Novartis operations. • Contract management with software license publishers • Vendor management for project delivery [#video# no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Customer Service Officer / Concierge – Causeway Bay,5439976675,"Customer Service Officer / Concierge – Causeway Bay Customer Service Officer / Concierge – Causeway Bay Good command of spoken English and Cantonese Providing professional customer services Job Description Savills has a network of over 600 offices and associates throughout the Americas, Europe, Asia Pacific, Africa and the Middle East. We require a high calibre individual to join us for the following position:- Customer Service Officer / Concierge – Causeway Bay Responsibilities Responsible for daily management and operation of frontline service of commercial property Support day-to-day administration in Management Office Providing professional customer services Ensure operation procedures being followed in a high standard Build and maintain strong relationship with building tenants 6 working days per week Requirements Diploma or above, 2 years working experience Good communication and interpersonal skill Good in English, Mandarin and Cantonese Familiar with PC application We offer attractive remuneration and excellent prospects for the right candidate. Please apply in writing with full resume and salary expected to below address or click ""APPLY NOW"": Human Resources Director Savills Property Management Limited Suites 805-13, 8/F, 1111 King's Road, Taikoo Shing, Hong Kong EA Co. Licence: C-002955 Applications will be treated in strict confidence. Personal data collected will be used for recruitment purpose only. Applicants not hearing from us within 2 months from the date of application submitted may consider their application unsuccessful. Savills plc is a global real estate services provider listed on the London Stock Exchange. We have an international network of more than 600 offices and associates throughout the Americas, the UK, continental Europe, Asia Pacific, Africa and the Middle East, offering a broad range of specialist advisory, management and transactional services to clients all over the world. Our people combine entrepreneurial spirit and a deep understanding of specialist property sectors with the highest standards of client care. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Causeway,Ireland
Delivery Manager - Business Transformation Orphoz,5448402647,"You will be based in our Dublin office as part of Orphoz, working closely and in partnership with clients' senior management and their specialist departments. As a subsidiary of McKinsey & Company, Orphoz offers a unique combination of experience, knowledge, network resources and flexibility. Orphoz helps leading private sector organisations execute transformation programs in a time of accelerated change. We turn strategy into practice, using agile, efficient, and highly engaging methods that work on the ground rather than just looking good on paper. Orphoz integrates the skills, the approach, the corporate culture and the resources that lead to the success of complex and challenging transformation projects and is ideally positioned to smoothly implement strategies designed by McKinsey & Company. Our Orphoz private sector arm leads cross-industry project management and execution, drawing on the experience and knowledge of a worldwide network of experts. We engage at a deep level across our clients’ businesses, working in small teams to build the capabilities, systems, and processes needed to deliver bottom-line results and then ensure those results will be sustained over time. Our work is about delivering lasting outcomes. We plan and deliver change projects together with our clients, helping them capture their full potential. We know what determines the success of large projects and what can ensure lasting implementation success. We work closely and in partnership with our clients' senior management and specialist functions. We combine strategic and operational project management, with strong execution skills and an understanding of the specific demands of each industry. We measure our success by achieving the goals we set together with our clients. What You'll Do You will work largely in the private sector and concentrate on business change management. In this role, you will manage the delivery and implementation of business transformation and change programs to ensure that they are delivered fully and consistently across organisations. Backed by a solid foundation in the lean management philosophy, you will systematically apply project management methods in all project phases. You will drive change and execute initiatives successfully, coaching clients across organisations. You will lead the implementation process stages with the project team which consists of consultants and senior clients. You will be responsible for 1-2 consulting projects and serve as a key contact for our clients. You will also prepare proposals, manage workshops and implementation content. Qualifications Bachelor’s degree in business, economics or engineering with a strong record of academic achievement 6+ years project management and delivery in a project management Office (PMO) within the context of business transformation projects or equivalent Significant experience working in the private sector ideally some to be within consultancy Experience of directly managing teams and demonstrating strong leadership capabilities Experience in a project management lead capacity where you routinely conduct workshops and coaching sessions for your team Project Management Office experience in programs with significant business change / business transformation Clear areas of expertise in program/project management, lean management, process optimization and organizational design Qualifications including Agile, Scrum, Prince 2, Lean Six Sigma, and Jira are desirable Action-driven individual with strong pragmatic problem-solving skills Flexibility and agility required in a consulting environment Fluency in English (verbally and in writing); foreign language skills are an advantage Flexibility to travel extensively (COVID-19 restrictions permitting) no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Team Leader,5448469806,"We’re looking for a Team Leader who can make a real difference in their local community Putting U in Southern Co-op Southern Co-op is recruiting for a Team Leader to join our thriving retail store. Our stores are way more than somewhere to pick up the groceries — they’re the heart of the town or village, the place to bump into friends, or even a vital service for vulnerable people. As a Team Leader, you’ll use your experience and skills to lead and develop the team, and help maximise targets. What we’re looking for We’re after the right candidate to encourage and drive the team forward, to embed and support our values and community spirit, and provide an excellent memorable experience all round. You’ll be self-motivated, with excellent communication and organisation skills, and be a great team player with a positive ‘can do’ attitude. Your day-to-day tasks will include: Managing and developing store colleagues, leading and inspiring them to provide outstanding service to our customers, setting Southern Co-op apart from its competitors Overseeing other operational duties Assisting the Store Manager to deliver all operational KPI’s efficiently Promoting Southern Co-op by identifying opportunities to engage and support the local community with integrity and thoughtfulness Handling deliveries and maintaining availability for our customers Why Southern Co-op? Southern Co-op offers a lot more than just a job. As we are completely owned by our members, we put people first — and it’s no different for our team members. Alongside the competitive salary, you’ll have instant access to a huge selection of benefits, including a generous 31 days of annual leave (incl bank holidays), healthcare plans, generous discounts, NEST pension, cycle-to-work scheme, company bonus, and much more. We want to put U in Southern Co-op — start your new career now. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.","Bromley, Bromley Ireland,",Ireland
Commis Chef,5448470165,"We are looking for a passionate and motivated Commis Chef to join a busy Food and Beverage team in our clients 4* Hotel in Huntingdon. No experience? No problem! Our client focuses on hiring the best people with great personalities and passion for food - they will provide all the training needed! Job Role Prepare special meals and substitute items. Prepare food to Marriott standards and according to company specifications. Monitor the quantity and quality of food that is prepared. Maintain food logs. Anticipate and address guests needs. Benefits Competitive pay. Development and advancement opportunities. Free parking. Free meals on shift. Weekly pay. Temp to Perm opportunity. Just hit APPLY NOW to apply for this role or contact Kaylee at Select Peterborough. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.","Huntingdon, Huntingdon Ireland,",Ireland
"Information Technology, Management & Executive, Utilities & …",5442972220,"What we offer Our company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose:driven and future:focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from. Apply now WITHIN THIS ROLE YOU WILL: The following is an outline of the main tasks and responsibilities involved in this role as a subject matter expert of SAP Integration Technologies namely SAP Process Orchestration and SAP Integration Suite. : Accountable for critical projects and deliver SAP Max Attention Services / Projects as lead : Drive new initiatives and activities as part of the CoE : Adapt standard service offerings to customer's individual needs : Develop and execute service and de:escalation plans for critical customers : Identifies top issues of engagements at critical customers and bridge the gaps : Support our customers in their transformation journey with our service portfolio To meet challenging requirements, you should be a quick learner with strong analytical skills. Also you should be creative, open minded and possess the ability to communicate and convince others of the correct action plan based on technical facts and details. It will be your responsibility to mentor and act as the lead driver in the most critical issues. Candidates will need to be able to communicate and articulate at an executive management level for technical action plans. EXPERIENCE : Minimum 8+ years of Integration Scenario/Interface development experience in SAP Cloud Platform Integration, SAP Process Integration/Orchestration and OData provisioning : Solid working knowledge in SAP API Management : Ability to debug the configuration issues as well as expert in optimizing the runtime performance by identifying the bottlenecks and design issues : The candidate must have minimum 6 full cycle implementation project experience in the above named SAP Integration technologies and end to end integration involving at least two of the SAP SaaS Applications such as SuccessFactors, Ariba, Concur, Fieldglass, C4C, Commerce etc We are SAP SAP innovations help more than 400,000 customers worldwide work together more efficiently and use business insight more effectively. Originally known for leadership in enterprise resource planning (ERP) software, SAP has evolved to become a market leader in end:to:end business application software and related services for database, analytics, intelligent technologies, and experience management. As a cloud company with 200 million users and more than 100,000 employees worldwide, we are purpose:driven and future:focused, with a highly collaborative team ethic and commitment to personal development. Whether connecting global industries, people, or platforms, we help ensure every challenge gets the solution it deserves. At SAP, we build breakthroughs, together. Our inclusion promise SAP's culture of inclusion, focus on health and well:being, and flexible working models help ensure that everyone : regardless of background : feels included and can run at their best. At SAP, we believe we are made stronger by the unique capabilities and qualities that each person brings to our company, and we invest in our employees to inspire confidence and help everyone realize their full potential. We ultimately believe in unleashing all talent and creating a better and more equitable world. SAP is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to the values of Equal Employment Opportunity and provide accessibility accommodations to applicants with physical and/or me no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a contract job.",24 dublin,Ireland
